"Week","investment","growth","derivatives","crisis","unemployment","banking","dow","economy","stocks","economics","hedge","invest","profit","leverage","risk","revenue","nasdaq","metals","politics","consumption","cash","dividend","finance","portfolio","conflict","oil","fed","gain","short","energy","credit","loss","earnings","stock","transaction","housing","nyse","success","bubble","trader","environment","greed","opportunity","inflation","money","sell","returns","society","chance","present","world","rich","war","return","markets","crash","freedom","office","headlines","house","culture","arts","buy","ore","food","bonds","tourism","holiday","health","train","fine","gold","marriage","water","cancer","car","debt","travel","happy","forex","restaurant","default","ring","lifestyle","labor","fond","religion","financial","rare","home","kitchen","garden","fun","movie","consume","gains","logret"
2013-06-23,-3,1,2,-1,2,-1,1,4,-4,-2,3,1,0,7,-1,-5,-2,2,1,5,0,1,-2,1,-1,-2,-5,-1,-11,2,4,2,-1,-1,4,-1,-1,-1,-2,-1,-3,3,0,0,4,0,-13,-1,0,-2,-2,1,-3,1,2,5,6,-3,6,3,-1,-2,0,8,0,-1,1,2,2,-1,-2,3,39,1,-3,-1,1,0,-8,4,-2,2,-5,-1,0,7,1,8,7,2,1,-3,0,2,5,-1,0.0150601565628605
2013-06-30,-9,-8,-4,-1,2,1,-5,-8,-4,-7,-8,-3,-9,-3,-10,-6,-7,-9,-2,-7,1,-7,-7,-10,0,0,-4,-1,12,-12,-1,-4,-2,-1,-13,-8,3,-4,2,4,-6,8,-9,-11,-4,-4,0,-6,0,-3,-1,-2,-5,-3,1,32,20,-5,-6,3,-1,-2,2,-3,3,-6,4,4,-12,2,0,-1,-33,4,-4,-1,-3,-1,5,5,3,-7,-9,0,0,-3,0,-10,1,1,0,0,0,7,-8,-3,0.021468697882236
2013-07-07,17,11,8,4,2,-3,1,7,7,8,13,4,12,8,10,9,13,6,1,4,0,8,8,15,5,3,7,4,16,10,-1,8,9,-1,10,14,-4,5,-3,-1,3,-3,10,7,1,3,1,5,1,3,0,1,-9,1,-4,35,-28,11,1,-1,1,4,-2,-10,-3,5,-4,-6,14,10,0,4,-4,-4,8,1,4,2,-6,-1,2,7,1,1,3,1,0,11,-4,-1,2,-2,-2,-7,2,7,0.00512387127356639
2013-07-14,-4,-5,-3,-7,-2,2,1,-4,0,-4,-5,-1,-4,-4,4,1,-2,0,1,3,-1,-2,0,-4,3,-1,-5,-3,-9,0,-1,-5,17,0,2,-3,-1,-2,-1,1,3,-2,-4,3,6,-1,1,-2,0,0,-1,3,-3,1,-5,-61,-1,-5,3,-2,1,-1,-2,1,-2,3,-1,1,0,-6,0,-1,-1,2,9,0,0,0,1,-5,3,-1,-4,1,3,4,-1,-13,-11,3,0,0,1,2,12,-2,0.000970327856032682
2013-07-21,1,1,-5,3,-2,-5,-2,5,2,3,2,3,5,6,-1,-1,-1,-2,-1,-3,0,5,-1,7,-2,-1,1,-2,1,-3,2,3,12,-1,0,4,0,1,-2,-2,1,6,1,-6,-2,4,24,1,1,2,-1,6,0,-1,4,3,-3,4,5,3,0,0,2,0,1,-1,0,0,-2,17,0,5,1,-7,-10,2,1,-1,-1,-2,-2,-2,2,6,2,-5,1,4,24,-10,3,-2,-3,1,-6,5,0.00637665400920362
2013-07-28,1,0,2,2,0,3,1,-3,-3,-2,-6,-2,3,-12,-3,-1,4,3,0,3,0,-1,0,-6,1,0,2,0,-10,1,-1,-1,-14,1,-2,0,2,2,1,3,-6,1,5,2,1,0,-13,1,-1,-2,0,-2,-1,2,-1,-8,4,2,-6,-3,-1,1,1,4,0,-2,-3,-1,2,-12,1,-6,0,-1,-1,-3,-1,1,0,3,4,1,0,-7,0,-5,2,-4,-7,5,-1,1,-1,-5,-5,-2,-0.0149823648592271
2013-08-04,0,1,-1,1,-2,-1,-1,-4,1,1,0,1,4,-4,-4,-5,-5,-2,0,-5,0,0,-1,-1,3,-3,-1,1,34,-3,1,-2,-3,-1,-1,0,-2,0,-2,-4,2,4,1,0,-5,0,-11,-2,0,-2,1,-5,-1,-1,0,-3,-4,0,1,-1,-1,0,-1,-2,1,-2,3,1,-1,-7,0,-5,-2,-1,-3,0,0,0,2,-1,-3,-1,0,-1,3,5,-2,6,-3,-5,-3,-2,0,1,-1,-2,-0.0225557974509254
2013-08-11,-2,-1,-5,-1,0,-1,1,3,0,4,-4,2,-6,0,4,2,2,-5,1,1,1,-5,1,1,0,2,0,12,-45,-1,1,-4,-14,1,-3,2,-1,4,1,1,2,-18,-2,-1,3,0,-4,-1,-2,2,-1,0,0,0,-3,12,2,3,-3,0,2,1,0,0,1,-3,-7,-1,-1,-1,-1,0,-1,-2,1,0,-2,-6,-2,-3,-3,0,-2,1,5,0,1,-7,3,0,0,0,-5,-3,1,2,-0.00471621300583891
2013-08-18,-2,0,13,1,0,2,1,6,-2,14,4,-5,1,2,-3,-2,59,4,0,2,0,-3,-2,1,6,-2,2,-6,25,3,-4,2,-1,1,2,0,2,3,-2,2,9,15,5,-2,-2,-3,0,5,1,2,1,-1,2,-1,-2,-15,2,3,0,-2,2,1,0,0,-5,3,-2,-2,5,-2,1,1,0,-3,-1,-3,2,0,-1,2,1,1,-2,-2,9,2,7,5,10,1,0,-2,0,-2,3,1,-0.0134270759978641
2013-08-25,0,4,4,4,-2,-1,-1,9,-1,22,-7,0,2,-1,1,1,-60,7,2,1,-1,-2,-1,2,22,0,-2,15,-11,2,0,-4,-3,-1,2,-9,0,3,-1,-7,5,-7,6,8,-2,-4,-5,0,1,7,-2,-4,11,0,4,-5,0,-1,1,-2,3,1,-3,-5,0,5,-3,1,-4,-2,-1,-2,0,-1,0,-3,1,-6,0,2,-5,-1,-1,3,26,1,4,8,-14,-1,-4,-2,-3,-4,-8,-3,0.00754661023102088
2013-09-01,-2,0,12,2,3,2,-2,3,-1,2,1,1,1,2,1,1,-5,-6,2,2,1,5,-5,-7,13,0,-5,1,-4,0,-2,5,2,-1,3,-10,-1,4,-1,3,9,5,-2,-5,1,3,3,4,2,3,1,-1,9,2,-1,1,-2,-8,3,1,3,1,3,1,1,10,-8,2,0,-4,-1,2,0,-1,-1,2,-3,2,1,-6,0,-3,5,1,15,-1,5,3,-9,-2,5,1,3,4,7,0,0.0299415853793263
2013-09-08,9,6,13,9,0,-2,3,12,6,4,2,2,2,7,8,5,8,14,1,10,-1,9,7,8,1,-1,2,-13,10,9,-1,-1,3,2,-3,6,1,8,-2,-4,10,7,12,13,0,-2,3,4,0,8,1,0,-8,1,0,-1,8,2,4,-4,4,-2,-3,-2,-1,10,7,-4,5,-1,2,2,1,2,7,-4,5,-1,-1,0,-6,2,0,-3,-67,-4,6,2,-4,-1,-6,-5,-1,-9,6,2,0.00486781448065265
2013-09-15,-3,4,2,-6,-4,-5,0,3,12,-6,0,7,4,0,4,3,1,9,-1,-1,-1,6,1,-1,-10,-1,14,-6,10,1,-3,-1,4,5,4,-3,0,-3,0,0,7,-6,0,4,5,-1,-1,-1,2,2,-1,1,-1,2,-2,-1,-2,-4,-4,3,1,-1,1,-3,2,-1,-2,1,2,2,-3,-1,-1,-3,0,0,3,-3,1,-4,1,1,0,0,-2,1,2,-6,10,1,0,0,3,0,5,6,-0.0125598405869383
2013-09-22,9,3,20,-1,1,2,-1,-1,10,7,2,7,0,5,3,-1,-4,0,2,4,3,-9,0,4,-2,2,-9,1,22,2,4,0,-2,5,0,4,0,1,2,0,-3,0,0,2,2,1,-1,5,11,0,0,2,-2,1,2,3,-1,-2,4,2,2,0,0,3,0,7,4,1,6,1,3,1,1,1,3,3,5,3,0,3,1,5,0,2,0,1,2,2,-3,1,1,2,4,2,7,-2,-0.0122424961118615
2013-09-29,0,-2,1,2,14,11,3,4,-4,-4,0,2,1,-2,1,0,4,5,2,2,-1,1,3,-3,-4,-1,-1,-4,-14,5,2,1,-3,0,-3,-6,3,-4,-5,-2,-4,9,-5,-2,0,-2,-1,-1,-3,2,-1,-2,-2,-1,-1,3,-2,5,0,4,-4,-3,-1,3,1,-7,2,0,15,0,0,-2,-1,-3,18,-4,22,-3,0,-4,-1,0,-1,-1,0,-2,-3,6,3,-1,-2,-4,0,-1,-6,-1,0.0108567186096895
2013-10-06,-2,1,-3,4,-7,-9,1,-2,-7,-2,2,-4,5,-2,1,1,0,-6,1,2,1,-3,1,3,3,0,1,-1,-7,-3,-6,1,3,-2,4,0,0,3,2,-2,1,0,-8,4,1,2,2,-2,-4,-1,0,2,0,2,2,-3,3,-5,0,-2,3,2,-1,8,1,0,0,4,-16,-1,0,0,0,-2,-3,3,17,0,0,7,-1,11,-3,1,0,1,0,-8,7,-1,1,1,-4,0,1,1,0.0106108844472388
2013-10-13,2,5,-2,3,3,5,0,-2,0,7,-7,-3,0,-2,-1,3,6,3,1,-4,0,6,5,6,-5,2,-1,1,4,5,3,-1,15,1,-5,-1,2,2,-2,5,-5,0,2,3,2,-1,1,1,-2,-3,2,2,-1,2,-1,-2,-3,2,-1,6,0,-1,1,1,1,-5,-4,5,1,4,-1,1,0,0,-2,-2,20,1,3,0,5,8,2,0,0,0,1,-1,-1,2,5,0,0,3,-1,0,0.0110191792400585
2013-10-20,0,-4,6,-5,-5,-3,-4,-3,-1,-5,3,2,-1,5,0,0,-1,5,-4,-1,0,4,-6,-5,3,1,-2,-1,-9,3,-4,-1,9,-5,2,4,-3,7,3,-1,6,-4,5,-4,-6,0,1,-1,-1,3,4,-6,2,-1,-2,2,-1,-1,-2,-2,0,1,0,-3,-1,-2,-5,-6,2,-2,2,-1,3,-1,-5,-2,-57,-1,-3,2,-3,-21,17,-3,0,2,-1,-2,-9,-2,-2,0,0,0,2,4,0.00290321365078405
2013-10-27,2,-2,-16,-1,-1,4,0,-1,0,0,3,-3,0,1,-1,-3,2,-2,0,7,-3,0,-1,3,-4,-1,4,0,-28,1,5,-4,3,-1,1,-6,0,-6,1,-5,-5,-2,-5,8,-3,0,-1,-1,-1,-1,5,1,0,1,-4,-1,-1,-3,2,-2,-3,0,2,-6,0,1,0,4,-5,-3,-2,0,-2,0,-10,-1,-8,0,8,-6,-3,-3,-13,3,0,1,-2,0,9,0,0,-3,1,2,2,-3,0.00932083936521799
2013-11-03,1,4,-4,2,0,3,1,-1,8,2,-5,-1,0,9,4,-2,-1,3,3,0,3,0,5,1,3,0,-4,1,21,-4,-1,5,-13,3,1,5,5,-2,3,3,9,13,-1,-6,3,4,-1,0,1,6,-9,2,0,1,6,-1,3,4,2,-2,3,4,2,-8,1,3,0,9,3,3,4,-1,5,2,-1,1,-1,3,-6,0,5,1,-4,-2,1,-5,2,6,3,2,5,11,0,-4,5,2,0.0126040753218408
2013-11-10,-5,-1,-4,3,0,2,-2,0,-5,-2,-3,-1,1,20,15,0,-6,-5,-3,-3,-1,1,-1,3,1,1,3,-3,26,0,-1,-3,-13,0,1,-4,-3,-1,-1,5,-5,-17,0,3,-1,0,1,0,0,1,0,-1,4,-1,-1,3,2,0,-5,-6,-2,-2,4,6,0,0,2,11,-3,4,-1,1,-4,0,1,2,1,0,1,3,1,-2,4,4,-1,1,3,-1,-6,0,2,-6,-2,2,-4,1,0.00643653157649382
2013-11-17,0,2,-4,2,-1,-2,3,2,-1,-3,-2,2,-1,8,0,2,1,3,1,5,0,-1,-4,2,5,0,2,0,-15,4,3,2,-1,-2,-2,2,0,2,0,-5,0,12,2,1,1,-3,2,2,-2,4,-1,4,-2,1,-1,1,3,-1,2,0,0,0,4,-4,2,6,-3,4,-3,1,-1,0,0,0,-3,-2,-1,-2,4,-1,-4,-1,-1,-5,0,2,-2,4,-3,-4,-2,-8,2,3,0,2,0.00134617942350879
2013-11-24,-18,-22,-21,-14,-6,-7,-4,-21,-11,-27,-8,-7,-24,-16,-26,-16,-5,-29,-6,-17,-1,-16,-14,-20,-32,-2,-12,-5,-42,-31,-4,-13,-8,-1,-12,-17,0,-23,-2,5,-30,-9,-14,-14,-6,-3,-1,-20,0,-14,-1,0,-6,-5,-6,-5,-12,-7,-7,-3,-8,-9,39,28,-1,-25,-11,11,-21,3,-2,2,-5,-6,-10,0,-9,-3,18,-8,-4,-8,3,-1,-4,0,-8,-15,0,5,5,1,-7,11,-17,-11,-0.00412438772775658
2013-12-01,11,16,20,7,12,3,1,25,6,26,4,4,17,9,15,9,-1,19,4,11,3,18,10,20,31,-2,11,2,23,23,4,9,3,-1,13,11,-5,16,0,-12,26,3,12,17,4,0,1,13,0,23,2,2,6,9,-2,60,11,6,3,0,7,5,-29,-12,-8,22,5,-2,17,13,2,-1,2,3,7,9,9,4,-25,-4,-2,10,-2,2,3,-3,15,6,-1,-4,-9,0,-1,-14,3,12,-0.0166697909502123
2013-12-08,7,0,16,4,3,-2,0,-2,0,9,-3,1,-1,-9,-3,5,4,1,0,-1,2,2,-2,-1,0,2,6,0,-6,1,-1,-7,0,0,1,1,1,-3,1,2,-1,1,5,4,1,5,-2,0,4,11,-2,1,2,-1,4,-53,-2,4,2,1,0,0,-7,3,2,1,-2,3,-1,-16,-2,3,0,0,-1,-8,-1,3,2,5,2,2,6,-2,0,6,-2,8,-9,3,1,0,5,1,0,-1,0.0291346609391958
2013-12-15,-10,-12,-22,-11,0,6,1,-11,-1,-19,1,-4,-12,-16,-14,-4,-4,-2,-2,-14,-1,-4,1,-12,-13,-2,11,-2,3,-10,10,-1,-4,0,-1,-5,1,-5,-3,3,-14,-2,-9,-6,2,7,15,-2,-1,1,0,-1,-4,1,-1,-3,2,3,-3,3,-7,-2,10,-1,1,-9,-6,7,-5,0,0,0,2,-1,-1,1,-4,-2,5,5,5,-5,1,-1,0,1,-3,-13,0,-2,0,4,-2,5,-9,3,0.0157357405932768
2013-12-22,-20,-18,-41,-15,3,-4,-2,-32,5,-37,-8,3,-21,3,-20,-18,-1,-31,-7,-13,-1,-10,-11,-22,-42,0,-21,-2,7,-19,-6,-2,-7,1,-21,-10,3,-19,3,6,-37,-10,-24,-33,1,2,1,-16,-2,-18,0,-1,-9,0,-1,-2,-13,-13,-5,2,-10,-10,9,19,2,-29,3,24,-13,4,1,1,0,-5,-8,3,-8,-1,21,-3,11,-3,7,-2,-4,-2,-15,-7,-3,6,5,6,-1,23,-13,-12,-0.000511097478700151
2013-12-29,11,9,7,1,9,1,1,6,6,3,2,4,11,11,6,9,-3,7,2,4,-1,3,5,10,7,6,-2,8,-6,7,3,22,5,1,6,16,3,7,-2,1,6,-6,5,4,6,-4,5,7,0,-39,0,6,-2,1,-4,-1,4,6,4,1,2,4,-20,-1,0,5,7,-50,8,-1,-1,-1,0,5,4,-1,5,7,7,-9,0,1,-9,4,3,2,-11,3,7,5,4,1,4,-4,8,3,-0.00200197058048879
2014-01-05,19,15,16,11,24,-2,0,18,12,32,27,4,20,17,13,10,10,18,4,7,-3,12,11,14,22,2,6,3,26,19,-3,6,9,-1,14,11,-7,19,2,-5,29,21,26,15,-3,-3,-5,9,1,12,0,-2,9,5,2,9,5,12,5,0,7,10,-12,-9,0,16,8,-22,16,-10,2,-3,1,17,7,4,5,11,-33,11,-10,10,-7,2,4,4,11,10,12,-6,-2,-7,-1,-17,16,3,0.00130775919322978
2014-01-12,2,8,29,7,-5,2,1,15,-6,14,-15,0,6,11,8,13,5,6,2,9,5,-2,6,8,17,0,-1,-1,-3,5,5,-2,17,1,3,4,4,10,-4,5,15,-7,15,-1,-1,-1,6,2,1,6,0,1,1,-1,5,-8,9,0,-1,0,4,3,2,-13,1,9,14,0,3,0,2,1,1,-5,0,-3,5,-4,1,2,9,2,1,0,0,0,4,0,-13,1,-3,4,3,1,7,2,-0.0358413087693936
2014-01-19,-4,-3,-11,0,-15,-1,0,-5,-3,1,0,1,-2,-6,-2,-1,-8,-5,-1,0,-2,-9,-7,-5,-8,0,-1,0,-15,-6,-5,-4,4,2,-4,-3,-1,-12,1,-2,-8,5,-1,7,-2,0,4,3,4,1,0,11,-1,2,2,2,-4,-7,1,0,0,-5,-3,5,-2,-3,-9,1,-7,1,-1,1,-2,-4,0,3,-1,-4,1,-1,-3,1,-2,-2,-1,-9,-1,2,9,0,2,-1,-4,-2,0,0,-0.0114169947182905
2014-01-26,4,1,3,2,7,3,4,8,2,1,2,-4,8,3,5,10,11,3,1,1,-1,12,7,3,5,0,3,1,16,6,1,-3,14,1,6,3,-1,1,2,1,11,0,15,1,4,0,12,1,1,3,0,-6,1,11,5,-2,-2,2,-3,0,2,2,0,-8,5,6,-4,-6,2,-4,-2,-1,1,1,0,-3,3,3,2,1,-3,2,0,4,2,0,1,15,-9,0,-4,-1,4,-3,5,-1,0.00604775485821918
2014-02-02,-1,2,2,-3,-2,4,2,-2,1,-4,-7,-1,-1,-16,0,20,-1,1,0,5,1,-3,2,-1,-2,-3,-3,-1,-18,-3,2,7,-15,1,2,-5,1,-2,-3,-2,-3,-7,-9,6,-1,-7,-1,0,-4,-1,1,-6,0,11,-1,0,-2,-2,3,-3,1,-2,-3,-5,-6,-4,-1,1,-1,0,0,0,-1,-1,9,-5,3,-5,-2,3,-6,5,8,-1,-1,3,4,-6,4,-4,-2,-1,-1,2,-2,0,0.0225566263503882
2014-02-09,2,-1,1,4,-19,-1,-4,2,0,-1,0,1,-2,7,2,-4,1,13,-1,10,-1,5,-3,1,1,1,8,0,20,3,-3,-9,-3,-3,0,-3,0,0,0,5,2,-2,-7,-9,-5,6,13,-2,-1,7,0,2,1,-11,-5,5,3,2,-1,6,0,1,4,9,0,0,2,5,-2,0,4,18,3,-2,-8,9,0,2,19,-7,15,21,5,1,-1,3,-4,-7,-1,3,0,10,1,4,-2,7,-0.00316760974421371
2014-02-16,1,3,5,1,-5,-4,-1,-4,-2,-2,5,-1,1,4,2,4,-10,-5,1,-1,0,-5,-6,-5,4,3,-7,0,-28,-1,3,7,-4,0,-3,6,-2,4,1,2,-6,3,0,6,3,-3,-8,3,-1,-1,0,-4,0,-3,3,-2,1,1,-2,6,0,0,0,-6,0,3,-1,0,5,2,-4,3,-3,1,2,0,-3,-2,-15,6,-3,-7,-9,-2,-1,-2,2,7,3,2,1,0,4,-1,0,-1,0.0134719132473577
2014-02-23,3,3,5,8,5,6,0,9,4,5,6,4,6,-5,6,-6,10,-2,2,-3,0,16,7,7,5,1,-2,3,26,7,-1,1,2,-1,4,4,0,2,1,-5,9,6,-3,3,-4,-1,-10,4,-1,-2,0,3,4,-3,-3,-3,5,-3,4,-4,2,0,-3,3,3,4,5,-5,0,-2,0,-12,3,3,3,1,-1,4,2,-6,-6,-5,-4,1,1,-1,7,-5,-3,0,0,2,-5,-4,8,4,0.00799473474592993
2014-03-02,1,-3,-14,14,0,-5,2,-4,1,-4,-5,-2,-3,1,-8,-11,-3,-10,-2,-2,-2,-8,0,-1,11,6,-3,0,0,-1,1,-3,-12,2,-2,-2,0,-2,4,2,-7,-5,-7,-8,2,0,-6,-5,0,-2,0,-4,5,-7,3,4,-5,-3,1,-3,-3,2,1,-11,-3,-6,0,0,-2,3,-2,-10,-3,-3,-5,-4,0,-1,3,3,-1,-5,-1,-2,-1,0,-3,-6,6,-5,2,-1,2,3,-3,7,-0.0238061634010087
2014-03-09,-5,-5,-7,-5,6,0,-2,-4,-5,-11,0,-3,-4,-8,0,1,-2,-1,-1,-5,1,-7,-4,-3,-17,-1,0,-1,-3,-9,-1,4,0,-2,0,3,-2,1,1,1,-2,-7,0,-3,1,2,-7,0,-1,-2,0,22,-6,1,-2,16,-4,0,-5,-1,0,-2,1,6,1,4,9,2,0,-1,3,-1,-1,2,2,3,-3,2,-2,-1,1,-4,0,2,1,3,-2,-8,0,2,-1,3,1,-3,-10,-11,0.0146503108427574
2014-03-16,1,2,4,24,-10,3,0,-1,-3,5,3,1,-1,-1,-1,-2,1,2,-1,0,2,7,-2,5,4,-1,2,-2,-13,2,-1,-4,-3,0,-2,1,1,-4,-7,5,-1,12,-2,25,-1,-1,-6,-1,0,1,0,-21,0,-4,0,-8,3,0,6,-2,0,-1,-3,-4,-2,-7,-6,-1,0,-1,-2,-1,1,0,2,-2,0,-5,4,-2,1,-4,0,1,-1,-3,-2,6,0,-2,-2,1,2,2,6,2,0.00124380235996213
2014-03-23,0,3,-2,-13,6,-3,-2,-1,-1,0,1,1,7,-6,2,0,3,-4,0,0,-2,3,0,2,-2,1,-1,1,26,-2,-1,2,-1,-1,-4,1,2,1,2,-1,7,7,1,-11,-1,2,-1,0,2,-1,1,0,1,2,1,-6,2,4,-5,2,1,2,-1,4,6,-6,3,-1,7,5,1,0,1,-1,2,1,1,0,-2,5,-1,-2,1,-2,1,2,0,-1,13,2,3,2,1,4,8,4,0.00547728620662014
2014-03-30,2,0,0,-9,5,8,1,4,1,4,1,0,-6,-1,2,6,5,1,2,2,-1,-7,2,-2,3,-3,3,2,-20,1,6,0,2,2,7,8,1,1,-2,-2,-2,5,-2,3,1,-2,1,0,0,3,0,0,-1,2,4,-6,-1,0,1,0,-1,0,0,-1,-4,11,0,0,1,-3,2,-1,-1,3,-4,-3,0,0,-2,-3,1,1,0,1,-1,-4,2,9,-19,2,-2,0,-2,-5,-10,4,-0.0237968906110062
2014-04-06,2,2,6,7,1,-3,1,-1,-5,2,5,-4,2,0,2,8,-4,1,0,3,1,-5,2,-6,2,1,4,-2,-1,1,-3,2,4,2,-6,-4,0,1,4,0,5,-6,4,-6,3,-1,4,4,-1,0,0,-3,2,4,0,8,-1,0,4,2,1,0,0,-2,-1,-1,2,0,-9,0,-2,-1,0,2,1,1,2,0,1,0,-3,-4,-2,-2,1,3,1,-6,3,0,0,5,1,-2,4,0,0.0235426726868049
2014-04-13,-7,-4,0,-6,-15,-9,-1,-1,-5,-9,-3,-1,2,-1,-2,11,-4,-4,-2,-4,1,1,-6,4,-7,-6,-2,-1,-9,-3,1,-7,16,-1,4,-4,0,-6,-2,2,-4,-7,-4,2,-1,1,7,-6,1,-4,-1,0,-3,7,0,-7,0,1,-7,2,-1,-3,1,6,5,-8,-6,4,-5,2,-3,1,-1,-1,-3,1,-3,-1,5,-4,1,4,4,1,0,-1,2,7,10,-2,-1,-1,-1,7,-8,-6,-0.00287330703644528
2014-04-20,5,6,3,4,0,-5,0,5,-1,11,4,4,-1,-9,4,-31,5,5,1,5,0,4,3,4,8,3,-1,0,15,2,-6,3,14,-4,-1,3,-3,7,3,2,10,-5,-2,9,-2,-3,-17,3,1,4,0,0,2,-22,0,-2,-1,-7,1,-1,2,4,-2,-1,-2,7,2,0,3,-2,3,0,1,4,2,3,2,1,6,3,0,-1,-2,0,1,0,2,-6,-3,3,0,4,0,-6,10,-6,0.00921275902670082
2014-04-27,-4,0,-9,9,8,6,-1,4,-2,2,-4,-3,-3,8,4,-3,-7,-3,2,-3,2,3,1,0,4,-2,4,0,2,3,3,-2,-18,0,0,6,0,2,-2,-1,-2,9,5,1,2,7,-3,3,-2,4,0,0,5,-1,-3,1,4,3,6,1,1,-1,1,-6,-1,-4,1,-3,0,8,0,0,0,-2,0,-3,-2,0,-11,0,0,0,3,2,2,3,-2,7,-13,2,0,0,-2,-3,-4,-2,0.00425724164982455
2014-05-04,-2,-5,10,-5,-3,-1,0,-4,0,-3,12,0,-7,1,-11,-5,2,-1,-1,-7,0,-13,-6,1,-2,0,5,2,-15,-7,1,-1,-2,-1,2,-6,-2,-7,-3,0,-1,-14,-10,-6,-2,-3,-1,-2,-1,-1,1,7,0,0,1,0,-2,-2,-3,-1,-1,0,0,4,4,-3,4,-1,0,-6,-1,-1,1,1,-1,-1,-1,1,7,-10,7,-2,-3,-2,-1,-3,-3,-3,3,0,0,5,4,1,-1,-6,-0.00556495886818276
2014-05-11,-2,-4,-13,-3,-4,-4,1,-2,0,-4,-3,-5,1,-11,-4,-4,-6,2,0,3,-1,-3,1,-8,-5,-1,1,11,10,0,-3,1,-14,0,-1,-4,1,2,1,0,-4,0,0,-5,0,4,8,-5,0,-6,1,-7,1,-1,0,1,1,2,5,2,-1,0,-1,4,-1,-4,-5,1,-4,3,2,2,1,5,0,3,-2,1,10,9,-4,0,-1,-2,0,-1,-3,-8,4,-2,-1,-3,1,3,-5,2,0.00694669797749548
2014-05-18,-5,-1,-6,-4,-4,-3,-1,-3,-4,-15,-2,2,-13,-10,-3,-3,0,0,-3,4,0,-1,0,-2,-1,2,-5,-3,1,-2,-1,0,-3,0,1,2,0,-3,6,-2,-5,1,2,-10,2,-3,-6,-1,2,-2,1,0,-2,1,5,-2,1,-4,-2,-1,-3,-1,1,-7,-1,0,7,2,2,4,-2,-1,4,2,2,1,1,4,-16,5,-3,-3,-2,0,0,5,-4,3,-13,0,-2,-2,5,2,-3,-3,0.00665602364293072
2014-05-25,-1,-5,-8,-13,-6,1,-1,-9,-2,-5,-1,0,2,5,-6,-2,-4,-4,0,-1,2,-4,-5,-5,-12,1,-3,-6,-10,-5,0,0,-4,-1,-9,-8,-2,-6,-3,3,-6,6,-4,-1,-3,-2,-4,-7,1,-3,1,0,-1,-3,-7,-1,-4,-3,-1,-1,-2,-2,2,3,-2,-6,-4,2,-6,-1,0,1,-4,0,-3,1,-2,1,-1,-7,2,-6,1,3,-2,-7,-4,-6,7,2,3,0,0,2,3,7,0.0123129054434461
2014-06-01,2,-2,5,-4,-3,5,1,-3,2,1,-1,1,0,5,5,2,4,0,1,10,1,11,4,3,-5,-2,0,-2,-5,2,4,1,1,-1,10,8,1,4,-6,-1,3,3,1,1,1,3,0,3,-3,0,3,-1,-6,1,1,7,-1,6,-1,-2,-1,4,-1,-8,-1,2,0,-2,7,6,-1,1,-1,0,-1,0,1,-3,-2,4,0,6,-2,2,0,3,-2,1,4,-2,-1,-1,-2,-2,-8,-5,-0.00881542663783641
2014-06-08,3,-5,-8,-6,0,-1,0,-8,-1,-7,6,0,0,4,-1,0,1,-4,-2,-18,-2,0,-1,-1,-6,1,0,-3,16,-4,-5,-6,-1,1,-1,-4,0,-3,5,3,-4,-14,0,-9,-3,-1,-2,-4,1,-1,37,-3,-6,0,2,1,-2,1,-5,0,-2,-1,3,10,-1,-4,-5,1,-3,11,-1,-4,0,-4,0,0,2,-1,0,-3,0,1,1,-2,-1,1,-5,3,0,2,1,-8,-4,0,0,0,0.0101617431048879
2014-06-15,-4,3,2,2,1,1,0,-6,-2,-7,-4,-3,-4,-6,1,-1,-1,-5,-1,2,2,-10,2,-1,-5,1,-1,-1,-29,1,3,5,4,-1,0,0,1,-5,0,-3,1,4,-2,2,2,0,0,4,-2,-6,34,1,0,-2,-1,-6,1,0,-2,-1,-2,-4,-2,-4,1,-2,7,0,1,4,1,3,-1,4,6,1,-4,3,6,2,3,12,4,1,1,0,-2,0,-4,0,0,1,0,3,2,-1,-0.00563571180965106
2014-06-22,4,3,-5,0,-1,-3,0,1,0,-2,-1,2,4,1,6,-1,0,2,0,2,-2,-1,-2,-3,-6,-2,-3,0,14,-6,-3,0,-5,0,-1,0,1,-1,4,0,-19,-9,0,-3,2,3,0,-6,1,-3,2,-1,-4,-1,0,0,6,-1,2,2,-1,0,-1,7,0,-4,-4,0,-2,-3,-1,-2,3,2,-4,-3,0,-1,-11,-1,-2,-11,-4,3,0,4,-2,-1,0,-3,3,0,-1,1,-5,-2,0.0127607442924589
2014-06-29,-8,-3,-3,-11,-2,7,0,-3,0,-1,-3,-1,-4,7,-11,-5,-2,-7,-1,4,3,-5,-4,-8,-6,1,-2,-1,-5,1,3,-4,-1,1,-8,-5,2,-5,2,6,-8,11,-8,-4,7,-1,3,-4,-1,-3,-14,7,1,-2,2,-2,23,-6,0,-1,-1,-3,3,14,1,0,0,5,-5,-1,-1,0,-3,3,-5,5,-3,-1,9,-3,2,-7,-1,12,1,-5,8,-5,1,1,-1,-2,-1,5,-4,-4,-0.00731797701449999
