"Week","investment","growth","derivatives","crisis","unemployment","banking","dow","economy","stocks","economics","hedge","invest","profit","leverage","risk","revenue","nasdaq","metals","politics","consumption","cash","dividend","finance","portfolio","conflict","oil","fed","gain","short","energy","credit","loss","earnings","stock","transaction","housing","nyse","success","bubble","trader","environment","greed","opportunity","inflation","money","sell","returns","society","chance","present","world","rich","war","return","markets","crash","freedom","office","headlines","house","culture","arts","buy","ore","food","bonds","tourism","holiday","health","train","fine","gold","marriage","water","cancer","car","debt","travel","happy","forex","restaurant","default","ring","lifestyle","labor","fond","religion","financial","rare","home","kitchen","garden","fun","movie","consume","gains"
2013-04-07,86,82,48,65,58,82,11,83,48,85,69,31,91,51,86,95,40,73,19,65,39,81,68,78,78,61,55,64,71,88,76,85,38,13,62,93,12,65,82,64,87,61,80,74,69,75,62,90,17,53,20,56,55,65,48,24,55,76,40,69,32,49,47,78,66,78,91,19,75,55,52,49,28,66,68,70,37,68,35,62,66,63,61,37,19,57,69,26,7,77,59,83,83,51,87,59
2013-04-14,80,80,51,70,56,83,13,79,46,82,76,32,86,45,82,93,36,80,19,72,38,78,69,79,78,62,51,65,67,84,72,78,50,14,59,86,12,61,83,58,83,61,75,78,70,71,63,87,16,52,20,55,51,64,47,22,54,77,43,67,30,48,47,73,64,75,89,19,71,53,51,62,25,65,61,66,37,66,34,53,64,60,59,40,18,54,73,29,22,71,59,84,82,51,79,46
2013-04-21,84,82,55,70,58,82,11,81,47,86,78,29,87,51,88,63,43,72,19,75,41,82,69,82,83,63,49,98,80,85,72,82,61,13,62,92,12,64,84,61,94,58,70,80,68,74,52,89,18,56,20,55,50,45,52,22,56,73,41,71,33,50,47,82,68,81,100,19,75,54,50,50,27,68,64,70,35,67,36,51,67,62,67,39,19,56,76,29,27,73,59,87,82,49,77,44
2013-04-28,84,81,57,70,57,88,11,86,48,89,84,31,84,55,81,59,41,73,20,70,41,85,69,90,82,61,48,100,68,91,75,81,46,13,61,92,14,62,84,62,90,64,74,83,72,77,48,87,22,57,20,54,52,45,52,55,59,76,39,71,34,48,48,83,69,83,97,20,72,53,50,47,26,70,65,72,37,69,37,52,68,64,62,38,20,57,74,35,20,74,58,88,84,50,78,44
2013-05-05,82,77,58,66,55,84,12,78,48,86,79,31,79,46,77,52,42,70,19,65,40,79,68,80,76,61,47,70,62,85,74,78,40,13,60,87,14,57,81,60,82,64,68,77,71,75,45,87,21,54,19,55,50,46,51,30,57,79,42,68,31,47,48,71,65,73,92,19,73,54,51,47,27,67,65,70,33,65,42,54,72,62,65,35,19,62,70,23,13,75,58,88,82,52,67,37
2013-05-12,77,73,46,62,53,81,11,77,48,77,80,30,79,45,76,53,41,67,20,56,39,80,69,84,73,60,47,66,71,82,73,81,31,13,62,83,12,58,83,60,82,61,69,68,71,78,49,81,21,51,21,55,49,43,46,26,53,83,37,69,30,48,48,71,68,73,93,21,69,55,52,47,27,68,68,75,32,69,51,52,71,62,62,36,20,56,63,22,10,77,64,89,84,51,68,38
2013-05-19,72,70,39,54,54,78,11,73,46,63,78,31,74,45,68,47,40,67,18,58,41,66,69,72,67,59,49,59,74,78,73,78,28,13,56,82,14,52,84,60,75,58,64,62,69,75,44,80,21,48,20,54,48,40,50,23,52,77,42,69,27,45,48,72,66,72,97,23,70,59,51,46,23,71,62,74,30,72,37,51,68,59,60,34,20,58,62,17,14,80,59,83,88,55,65,39
2013-05-26,74,67,33,53,56,84,11,67,43,59,77,26,67,41,65,44,33,56,16,51,45,63,63,66,58,62,49,56,82,77,77,79,24,11,55,83,10,52,100,65,67,64,60,57,71,77,43,78,20,44,21,55,50,40,51,29,52,71,42,69,24,46,51,80,67,68,95,24,67,66,52,45,26,72,64,76,30,69,36,61,69,61,62,37,19,61,57,17,10,83,60,90,90,63,51,36
2013-06-02,75,67,30,47,55,84,12,61,41,55,81,26,70,41,73,47,39,58,16,54,40,67,65,74,55,61,50,53,72,74,77,81,21,11,58,84,12,50,87,61,76,61,62,58,69,78,50,76,19,45,21,54,44,39,55,25,53,73,34,68,23,51,48,79,67,71,89,21,68,58,50,44,23,73,77,74,28,70,35,52,66,63,60,35,18,56,52,22,10,77,58,80,82,55,57,38
2013-06-09,71,68,35,46,55,83,11,55,40,50,78,25,72,42,71,46,38,60,16,56,40,66,67,69,51,61,49,53,61,74,77,78,22,10,59,84,10,48,89,60,74,53,61,54,69,80,63,73,19,41,22,57,40,38,52,27,51,75,34,69,22,49,51,78,67,65,93,22,67,60,48,46,22,77,62,79,29,73,36,58,71,64,68,34,20,56,46,16,27,79,59,79,82,59,62,37
2013-06-16,72,64,28,41,54,85,14,48,42,47,73,25,69,40,68,48,38,58,14,47,41,62,69,65,45,64,55,53,60,73,76,77,25,13,58,83,14,45,91,62,55,50,57,58,69,82,63,75,19,37,25,56,52,39,54,28,50,78,34,69,21,45,52,74,66,68,88,23,69,61,48,47,23,77,64,79,28,70,42,56,71,65,79,35,20,52,46,19,10,77,59,80,81,61,56,34
2013-06-23,69,65,30,40,56,84,15,52,38,45,76,26,69,47,67,43,36,60,15,52,41,63,67,66,44,62,50,52,49,75,80,79,24,12,62,82,13,44,89,61,52,53,57,58,73,82,50,74,19,35,23,57,49,40,56,33,56,75,40,72,20,43,52,82,66,67,89,25,71,60,46,50,62,78,61,78,29,70,34,60,69,67,74,34,20,59,47,27,17,79,60,77,81,63,61,33
2013-06-30,60,57,26,39,58,85,10,44,34,38,68,23,60,44,57,37,29,51,13,45,42,56,60,56,44,62,46,51,61,63,79,75,22,11,49,74,16,40,91,65,46,61,48,47,69,78,50,68,19,32,22,55,44,37,57,65,76,70,34,75,19,41,54,79,69,61,93,29,59,62,46,49,29,82,57,77,26,69,39,65,72,60,65,34,20,56,47,17,18,80,60,77,81,70,53,30
2013-07-07,77,68,34,43,60,82,11,51,41,46,81,27,72,52,67,46,42,57,14,49,42,64,68,71,49,65,53,55,77,73,78,83,31,10,59,88,12,45,88,64,49,58,58,54,70,81,51,73,20,35,22,56,35,38,53,100,48,81,35,74,20,45,52,69,66,66,89,23,73,72,46,53,25,78,65,78,30,71,33,64,74,67,66,35,23,57,47,28,14,79,62,75,79,63,55,37
2013-07-14,73,63,31,36,58,84,12,47,41,42,76,26,68,48,71,47,40,57,15,52,41,62,68,67,52,64,48,52,68,73,77,78,48,10,61,85,11,43,87,65,52,56,54,57,76,80,52,71,20,35,21,59,32,39,48,39,47,76,38,72,21,44,50,70,64,69,88,24,73,66,46,52,24,80,74,78,30,71,34,59,77,66,62,36,26,61,46,15,3,82,62,75,80,65,67,35
2013-07-21,74,64,26,39,56,79,10,52,43,45,78,29,73,54,70,46,39,55,14,49,41,67,67,74,50,63,49,50,69,70,79,81,60,9,61,89,11,44,85,63,53,62,55,51,74,84,76,72,21,37,20,65,32,38,52,42,44,80,43,75,21,44,52,70,65,68,88,24,71,83,46,57,25,73,64,80,31,70,33,57,75,64,64,42,28,56,47,19,27,72,65,73,77,66,61,40
2013-07-28,75,64,28,41,56,82,11,49,40,43,72,27,76,42,67,45,43,58,14,52,41,66,67,68,51,63,51,50,59,71,78,80,46,10,59,89,13,46,86,66,47,63,60,53,75,84,63,73,20,35,20,63,31,40,51,34,48,82,37,72,20,45,53,74,65,66,85,23,73,71,47,51,25,72,63,77,30,71,33,60,79,65,64,35,28,51,49,15,20,77,64,74,76,61,56,38
2013-08-04,75,65,27,42,54,81,10,45,41,44,72,28,80,38,63,40,38,56,14,47,41,66,66,67,54,60,50,51,93,68,79,78,43,9,58,89,11,46,84,62,49,67,61,53,70,84,52,71,20,33,21,58,30,39,51,31,44,82,38,71,19,45,52,72,66,64,88,24,72,64,47,46,23,71,60,77,30,71,35,59,76,64,64,34,31,56,47,21,17,72,61,72,76,62,55,36
2013-08-11,73,64,22,41,54,80,11,48,41,48,68,30,74,38,67,42,40,51,15,48,42,61,67,68,54,62,50,63,48,67,80,74,29,10,55,91,10,50,85,63,51,49,59,52,73,84,48,70,18,35,20,58,30,39,48,43,46,85,35,71,21,46,52,72,67,61,81,23,71,63,46,46,22,69,61,77,28,65,33,56,73,64,62,35,36,56,48,14,20,72,61,72,71,59,56,38
2013-08-18,71,64,35,42,54,82,12,54,39,62,72,25,75,40,64,40,99,55,15,50,42,58,65,69,60,60,52,57,73,70,76,76,28,11,57,91,12,53,83,65,60,64,64,50,71,81,48,75,19,37,21,57,32,38,46,28,48,88,35,69,23,47,52,72,62,64,79,21,76,61,47,47,22,66,60,74,30,65,32,58,74,65,60,33,45,58,55,19,30,73,61,70,71,57,59,39
2013-08-25,71,68,39,46,52,81,11,63,38,84,65,25,77,39,65,41,39,62,17,51,41,56,64,71,82,60,50,72,62,72,76,72,25,10,59,82,12,56,82,58,65,57,70,58,69,77,43,75,20,44,19,53,43,38,50,23,48,87,36,67,26,48,49,67,62,69,76,22,72,59,46,45,22,65,60,71,31,59,32,60,69,64,59,36,71,59,59,27,16,72,57,68,68,53,51,36
2013-09-01,69,68,51,48,55,83,9,66,37,86,66,26,78,41,66,42,34,56,19,53,42,61,59,64,95,60,45,73,58,72,74,77,27,9,62,72,11,60,81,61,74,62,68,53,70,80,46,79,22,47,20,52,52,40,49,24,46,79,39,68,29,49,52,68,63,79,68,24,72,55,45,47,22,64,59,73,28,61,33,54,69,61,64,37,86,58,64,30,7,70,62,69,71,57,58,36
2013-09-08,78,74,64,57,55,81,12,78,43,90,68,28,80,48,74,47,42,70,20,63,41,70,66,72,96,59,47,60,68,81,73,76,30,11,59,78,12,68,79,57,84,69,80,66,70,78,49,83,22,55,21,52,44,41,49,23,54,81,43,64,33,47,49,66,62,89,75,20,77,54,47,49,23,66,66,69,33,60,32,54,63,63,64,34,19,54,70,32,3,69,56,64,70,48,64,38
2013-09-15,75,78,66,51,51,76,12,81,55,84,68,35,84,48,78,50,43,79,19,62,40,76,67,71,86,58,61,54,78,82,70,75,34,16,63,75,12,65,79,57,91,63,80,70,75,77,48,82,24,57,20,53,43,43,47,22,52,77,39,67,34,46,50,63,64,88,73,21,79,56,44,48,22,63,66,69,36,57,33,50,64,64,64,34,17,55,72,26,13,70,56,64,73,48,69,44
2013-09-22,84,81,86,50,52,78,11,80,65,91,70,42,84,53,81,49,39,79,21,66,43,67,67,75,84,60,52,55,100,84,74,75,32,21,63,79,12,66,81,57,88,63,80,72,77,78,47,87,35,57,20,55,41,44,49,25,51,75,43,69,36,46,50,66,64,95,77,22,85,57,47,49,23,64,69,72,41,60,33,53,65,69,64,36,17,56,74,28,10,71,57,66,77,50,76,42
2013-09-29,84,79,87,52,66,89,14,84,61,87,70,44,85,51,82,49,43,84,23,68,42,68,70,72,80,59,51,51,86,89,76,76,29,21,60,73,15,62,76,55,84,72,75,70,77,76,46,86,32,59,19,53,39,43,48,28,49,80,43,73,32,43,49,69,65,88,79,22,100,57,47,47,22,61,87,68,63,57,33,49,64,69,63,35,17,54,71,34,13,70,55,62,77,49,70,41
2013-10-06,82,80,84,56,59,80,15,82,54,85,72,40,90,49,83,50,43,78,24,70,43,65,71,75,83,59,52,50,79,86,70,77,32,19,64,73,15,65,78,53,85,72,67,74,78,78,48,84,28,58,19,55,39,45,50,25,52,75,43,71,35,45,48,77,66,88,79,26,84,56,47,47,22,59,84,71,80,57,33,56,63,80,60,36,17,55,71,26,20,69,56,63,73,49,71,42
2013-10-13,84,85,82,59,62,85,15,80,54,92,65,37,90,47,82,53,49,81,25,66,43,71,76,81,78,61,51,51,83,91,73,76,47,20,59,72,17,67,76,58,80,72,69,77,80,77,49,85,26,55,21,57,38,47,49,23,49,77,42,77,35,44,49,78,67,83,75,31,85,60,46,48,22,59,82,69,100,58,36,56,68,88,62,36,17,55,72,25,19,71,61,63,73,52,70,42
2013-10-20,84,81,88,54,57,82,11,77,53,87,68,39,89,52,82,53,48,86,21,65,43,75,70,76,81,62,49,50,74,94,69,75,56,15,61,76,14,74,79,57,86,68,74,73,74,77,50,84,25,58,25,51,40,46,47,25,48,76,40,75,35,45,49,75,66,81,70,25,87,58,48,47,25,58,77,67,43,57,33,58,65,67,79,33,17,57,71,23,10,69,59,63,73,52,72,46
2013-10-27,86,79,72,53,56,86,11,76,53,87,71,36,89,53,81,50,50,84,21,72,40,75,69,79,77,61,53,50,46,95,74,71,59,14,62,70,14,68,80,52,81,66,69,81,71,77,49,83,24,57,30,52,40,47,43,24,47,73,42,73,32,45,51,69,66,82,70,29,82,55,46,47,23,58,67,66,35,57,41,52,62,64,66,36,17,58,69,23,19,69,59,60,74,54,74,43
2013-11-03,87,83,68,55,56,89,12,75,61,89,66,35,89,62,85,48,49,87,24,72,43,75,74,80,80,61,49,51,67,91,73,76,46,17,63,75,19,66,83,55,90,79,68,75,74,81,48,83,25,63,21,54,40,48,49,23,50,77,44,71,35,49,53,61,67,85,70,38,85,58,50,46,28,60,66,67,34,60,35,52,67,65,62,34,18,53,71,29,22,71,64,71,74,50,79,45
2013-11-10,82,82,64,58,56,91,10,75,56,87,63,34,90,82,100,48,43,82,21,69,42,76,73,83,81,62,52,48,93,91,72,73,33,17,64,71,16,65,82,60,85,62,68,78,73,81,49,83,25,64,21,53,44,47,48,26,52,77,39,65,33,47,57,67,67,85,72,49,82,62,49,47,24,60,67,69,35,60,36,55,68,63,66,38,17,54,74,28,16,71,66,65,72,52,75,46
2013-11-17,82,84,60,60,55,89,13,77,55,84,61,36,89,90,100,50,44,85,22,74,42,75,69,85,86,62,54,48,78,95,75,75,32,15,62,73,16,67,82,55,85,74,70,79,74,78,51,85,23,68,20,57,42,48,47,27,55,76,41,65,33,47,61,63,69,91,69,53,79,63,48,47,24,60,64,67,34,58,40,54,64,62,65,33,17,56,72,32,13,67,64,57,74,55,75,48
2013-11-24,64,62,39,46,49,82,9,56,44,57,53,29,65,74,74,34,39,56,16,57,41,59,55,65,54,60,42,43,36,64,71,62,24,14,50,56,16,44,80,60,55,65,56,65,68,75,50,65,23,54,19,57,36,43,41,22,43,69,34,62,25,38,100,91,68,66,58,64,58,66,46,49,19,54,54,67,25,55,58,46,60,54,68,32,13,56,64,17,13,72,69,58,67,66,58,37
2013-12-01,75,78,59,53,61,85,10,81,50,83,57,33,82,83,89,43,38,75,20,68,44,77,65,85,85,58,53,45,59,87,75,71,27,13,63,67,11,60,80,48,81,68,68,82,72,75,51,78,23,77,21,59,42,52,39,82,54,75,37,62,32,43,71,79,60,88,63,62,75,79,48,48,21,57,61,76,34,59,33,42,58,64,66,34,16,53,79,23,12,68,60,58,66,52,61,49
2013-12-08,82,78,75,57,64,83,10,79,50,92,54,34,81,74,86,48,42,76,20,67,46,79,63,84,85,60,59,45,53,88,74,64,27,13,64,68,12,57,81,50,80,69,73,86,73,80,49,78,27,88,19,60,44,51,43,29,52,79,39,63,32,43,64,82,62,89,61,65,74,63,46,51,21,57,60,68,33,62,35,47,60,66,72,32,16,59,77,31,3,71,61,58,71,53,61,48
2013-12-15,72,66,53,46,64,89,11,68,49,73,55,30,69,58,72,44,38,74,18,53,45,75,64,72,72,58,70,43,56,78,84,63,23,13,63,63,13,52,78,53,66,67,64,80,75,87,64,76,26,89,19,59,40,52,42,26,54,82,36,66,25,41,74,81,63,80,55,72,69,63,46,51,23,56,59,69,29,60,40,52,65,61,73,31,16,60,74,18,3,69,61,62,69,58,52,51
2013-12-22,52,48,12,31,67,85,9,36,54,36,47,33,48,61,52,26,37,43,11,40,44,65,53,50,30,58,49,41,63,59,78,61,16,14,42,53,16,33,81,59,29,57,40,47,76,89,65,60,24,71,19,58,31,52,41,24,41,69,31,68,15,31,83,100,65,51,58,96,56,67,47,52,23,51,51,72,21,59,61,49,76,58,80,29,12,58,59,11,0,75,66,68,68,81,39,39
2013-12-29,63,57,19,32,76,86,10,42,60,39,49,37,59,72,58,35,34,50,13,44,43,68,58,60,37,64,47,49,57,66,81,83,21,15,48,69,19,40,79,60,35,51,45,51,82,85,70,67,24,32,19,64,29,53,37,23,45,75,35,69,17,35,63,99,65,56,65,46,64,66,46,51,23,56,55,71,26,66,68,40,76,59,71,33,15,60,48,14,7,80,70,69,72,77,47,42
2014-01-05,82,72,35,43,100,84,10,60,72,71,76,41,79,89,71,45,44,68,17,51,40,80,69,74,59,66,53,52,83,85,78,89,30,14,62,80,12,59,81,55,64,72,71,66,79,82,65,76,25,44,19,62,38,58,39,32,50,87,40,69,24,45,51,90,65,72,73,24,80,56,48,48,24,73,62,75,31,77,35,51,66,69,64,35,19,64,59,24,19,74,68,62,71,60,63,45
2014-01-12,84,80,64,50,95,86,11,75,66,85,61,41,85,100,79,58,49,74,19,60,45,78,75,82,76,66,52,51,80,90,83,87,47,15,65,84,16,69,77,60,79,65,86,65,78,81,71,78,26,50,19,63,39,57,44,24,59,87,39,69,28,48,53,77,66,81,87,24,83,56,50,49,25,68,62,72,36,73,36,53,75,71,65,35,19,64,63,24,6,75,65,66,74,61,70,47
2014-01-19,80,77,53,50,80,85,11,70,63,86,61,42,83,94,77,57,41,69,18,60,43,69,68,77,68,66,51,51,65,84,78,83,51,17,61,81,15,57,78,58,71,70,85,72,76,81,75,81,30,51,19,74,38,59,46,26,55,80,40,69,28,43,50,82,64,78,78,25,76,57,49,50,23,64,62,75,35,69,37,52,72,72,63,33,18,55,62,26,15,75,67,65,70,59,70,47
2014-01-26,84,78,56,52,87,88,15,78,65,87,63,38,91,97,82,67,52,72,19,61,42,81,75,80,73,66,54,52,81,90,79,80,65,18,67,84,14,58,80,59,82,70,100,73,80,81,87,82,31,54,19,68,39,70,51,24,53,82,37,69,30,45,50,74,69,84,74,19,78,53,47,49,24,65,62,72,38,72,39,53,69,74,63,37,20,55,63,41,6,75,63,64,74,56,75,46
2014-02-02,83,80,58,49,85,92,17,76,66,83,56,37,90,81,82,87,51,73,19,66,43,78,77,79,71,63,51,51,63,87,81,87,50,19,69,79,15,56,77,57,79,63,91,79,79,74,86,82,27,53,20,62,39,81,50,24,51,80,40,66,31,43,47,69,63,80,73,20,77,53,47,49,23,64,71,67,41,67,37,56,63,79,71,36,19,58,67,35,10,71,61,63,73,58,73,46
2014-02-09,85,79,59,53,66,91,13,78,66,82,56,38,88,88,84,83,52,86,18,76,42,83,74,80,72,64,59,51,83,90,78,78,47,16,69,76,15,56,77,62,81,61,84,70,74,80,99,80,26,60,20,64,40,70,45,29,54,82,39,72,31,44,51,78,63,80,75,25,75,53,51,67,26,62,63,76,41,69,56,49,78,100,76,37,18,61,63,28,9,74,61,73,74,62,71,53
2014-02-16,86,82,64,54,61,87,12,74,64,80,61,37,89,92,86,87,42,81,19,75,42,78,68,75,76,67,52,51,55,89,81,85,43,16,66,82,13,60,78,64,75,64,84,76,77,77,91,83,25,59,20,60,40,67,48,27,55,83,37,78,31,44,51,72,63,83,74,25,80,55,47,70,23,63,65,76,38,67,41,55,75,93,67,35,17,59,65,35,12,76,62,73,78,61,71,52
2014-02-23,89,85,69,62,66,93,12,83,68,85,67,41,95,87,92,81,52,79,21,72,42,94,75,82,81,68,50,54,81,96,80,86,45,15,70,86,13,62,79,59,84,70,81,79,73,76,81,87,24,57,20,63,44,64,45,24,60,80,41,74,33,44,48,75,66,87,79,20,80,53,47,58,26,66,68,77,37,71,43,49,69,88,63,36,18,58,72,30,9,76,62,75,73,57,79,56
2014-03-02,90,82,55,76,66,88,14,79,69,81,62,39,92,88,84,70,49,69,19,70,40,86,75,81,92,74,47,54,81,95,81,83,33,17,68,84,13,60,83,61,77,65,74,71,75,76,75,82,24,55,20,59,49,57,48,28,55,77,42,71,30,46,49,64,63,81,79,20,78,56,45,48,23,63,63,73,37,70,46,52,68,83,62,34,17,58,69,24,15,71,64,74,75,60,76,63
2014-03-09,85,77,48,71,72,88,12,75,64,70,62,36,88,80,84,71,47,68,18,65,41,79,71,78,75,73,47,53,78,86,80,87,33,15,68,87,11,61,84,62,75,58,74,68,76,78,68,82,23,53,20,81,43,58,46,44,51,77,37,70,30,44,50,70,64,85,88,22,78,55,48,47,22,65,65,76,34,72,44,51,69,79,62,36,18,61,67,16,15,73,63,77,76,57,66,52
2014-03-16,86,79,52,95,62,91,12,74,61,75,65,37,87,79,83,69,48,70,17,65,43,86,69,83,79,72,49,51,65,88,79,83,30,15,66,88,12,57,77,67,74,70,72,93,75,77,62,81,23,54,20,60,43,54,46,36,54,77,43,68,30,43,47,66,62,78,82,21,78,54,46,46,23,65,67,74,34,67,48,49,70,75,62,37,17,58,65,22,15,71,61,78,78,59,72,54
2014-03-23,86,82,50,82,68,88,10,73,60,75,66,38,94,73,85,69,51,66,17,65,41,89,69,85,77,73,48,52,91,86,78,85,29,14,62,89,14,58,79,66,81,77,73,82,74,79,61,81,25,53,21,60,44,56,47,30,56,81,38,70,31,45,46,70,68,72,85,20,85,59,47,46,24,64,69,75,35,67,46,54,69,73,63,35,18,60,65,21,28,73,64,80,79,63,80,58
2014-03-30,88,82,50,73,73,96,11,77,61,79,67,38,88,72,87,75,56,67,19,67,40,82,71,83,80,70,51,54,71,87,84,85,31,16,69,97,15,59,77,64,79,82,71,85,75,77,62,81,25,56,21,60,43,58,51,24,55,81,39,70,30,45,46,69,64,83,85,20,86,56,49,45,23,67,65,72,35,67,44,51,70,74,63,36,17,56,67,30,9,75,62,80,77,58,70,62
2014-04-06,90,84,56,80,74,93,12,76,56,81,72,34,90,72,89,83,52,68,19,70,41,77,73,77,82,71,55,52,70,88,81,87,35,18,63,93,15,60,81,64,84,76,75,79,78,76,66,85,24,56,21,57,45,62,51,32,54,81,43,72,31,45,46,67,63,82,87,20,77,56,47,44,23,69,66,73,37,67,45,51,67,70,61,34,18,59,68,24,12,75,62,85,78,56,74,62
2014-04-13,83,80,56,74,59,84,11,75,51,72,69,33,92,71,87,94,48,64,17,66,42,78,67,81,75,65,53,51,61,85,82,80,51,17,67,89,15,54,79,66,80,69,71,81,77,77,73,79,25,52,20,57,42,69,51,25,54,82,36,74,30,42,47,73,68,74,81,24,72,58,44,45,22,68,63,74,34,66,50,47,68,74,65,35,18,58,70,31,22,73,61,84,77,63,66,56
2014-04-20,88,86,59,78,59,79,11,80,50,83,73,37,91,62,91,63,53,69,18,71,42,82,70,85,83,68,52,51,76,87,76,83,65,13,66,92,12,61,82,68,90,64,69,90,75,74,56,82,26,56,20,57,44,47,51,23,53,75,37,73,32,46,45,72,66,81,83,24,75,56,47,45,23,72,65,77,36,67,56,50,68,73,63,35,19,58,72,25,19,76,61,88,77,57,76,50
2014-04-27,84,86,50,87,67,85,10,84,48,85,69,34,88,70,95,60,46,66,20,68,44,85,71,85,87,66,56,51,78,90,79,81,47,13,66,98,12,63,80,67,88,73,74,91,77,81,53,85,24,60,20,57,49,46,48,24,57,78,43,74,33,45,46,66,65,77,84,21,75,64,47,45,23,70,65,74,34,67,45,50,68,73,66,37,21,61,70,32,6,78,61,88,75,54,72,48
2014-05-04,82,81,60,82,64,84,10,80,48,82,81,34,81,71,84,55,48,65,19,61,44,72,65,86,85,66,61,53,63,83,80,80,45,12,68,92,10,56,77,67,87,59,64,85,75,78,52,83,23,59,21,64,49,46,49,24,55,76,40,73,32,45,46,70,69,74,88,20,75,58,46,44,24,71,64,73,33,68,52,40,75,71,63,35,20,58,67,29,9,78,61,93,79,55,71,42
2014-05-11,80,77,47,79,60,80,11,78,48,78,78,29,82,60,80,51,42,67,19,64,43,69,66,78,80,65,62,64,73,83,77,81,31,12,67,88,11,58,78,67,83,59,64,80,75,82,60,78,23,53,22,57,50,45,49,25,56,78,45,75,31,45,45,74,68,70,83,21,71,61,48,46,25,76,64,76,31,69,62,49,71,71,62,33,20,57,64,21,13,76,60,90,80,58,66,44
2014-05-18,75,76,41,75,56,77,10,75,44,63,76,31,69,50,77,48,42,67,16,68,43,68,66,76,79,67,57,61,74,81,76,81,28,12,68,90,11,55,84,65,78,60,66,70,77,79,54,77,25,51,23,57,48,46,54,23,57,74,43,74,28,44,46,67,67,70,90,23,73,65,46,45,29,78,66,77,32,73,46,54,68,68,60,33,20,62,60,24,0,76,58,88,85,60,63,41
2014-05-25,74,71,33,62,50,78,9,66,42,58,75,31,71,55,71,46,38,63,16,67,45,64,61,71,67,68,54,55,64,76,76,81,24,11,59,82,9,49,81,68,72,66,62,69,74,77,50,70,26,48,24,57,47,43,47,22,53,71,42,73,26,42,48,70,65,64,86,25,67,64,46,46,25,78,63,78,30,74,45,47,70,62,61,36,18,55,56,18,7,78,61,88,85,62,66,48
2014-06-01,76,69,38,58,47,83,10,63,44,59,74,32,71,60,76,48,42,63,17,77,46,75,65,74,62,66,54,53,59,78,80,82,25,10,69,90,10,53,75,67,75,69,63,70,75,80,50,73,23,48,27,56,41,44,48,29,52,77,41,71,25,46,47,62,64,66,86,23,74,70,45,47,24,78,62,78,31,71,43,51,70,68,59,38,18,58,54,19,11,76,60,87,83,60,58,43
2014-06-08,79,64,30,52,47,82,10,55,43,52,80,32,71,64,75,48,43,59,15,59,44,75,64,73,56,67,54,50,75,74,75,76,24,11,68,86,10,50,80,70,71,55,63,61,72,79,48,69,24,47,64,53,35,44,50,30,50,78,36,71,23,45,50,72,63,62,81,24,71,81,44,43,24,74,62,78,33,70,43,48,70,69,60,36,17,59,49,22,11,78,61,79,79,60,58,43
2014-06-15,75,67,32,54,48,83,10,49,41,45,76,29,67,58,76,47,42,54,14,61,46,65,66,72,51,68,53,49,46,75,78,81,28,10,68,86,11,45,80,67,72,59,61,63,74,79,48,73,22,41,98,54,35,42,49,24,51,78,34,70,21,41,48,68,64,60,88,24,72,85,45,46,23,78,68,79,29,73,49,50,73,81,64,37,18,59,47,22,7,78,61,80,79,63,60,42
2014-06-22,79,70,27,54,47,80,10,50,41,43,75,31,71,59,82,46,42,56,14,63,44,64,64,69,45,66,50,49,60,69,75,81,23,10,67,86,12,44,84,67,53,50,61,60,76,82,48,67,23,38,100,53,31,41,49,24,57,77,36,72,20,41,47,75,64,56,84,24,70,82,44,44,26,80,64,76,29,72,38,49,71,70,60,40,18,63,45,21,7,75,64,80,78,64,55,40
2014-06-29,71,67,24,43,45,87,10,47,41,42,72,30,67,66,71,41,40,49,13,67,47,59,60,61,39,67,48,48,55,70,78,77,22,11,59,81,14,39,86,73,45,61,53,56,83,81,51,63,22,35,86,60,32,39,51,22,80,71,36,71,19,38,50,89,65,56,84,29,65,81,43,44,23,83,59,81,26,71,47,46,73,63,59,52,19,58,53,16,8,76,63,78,77,69,51,36
2014-07-06,80,69,28,52,50,91,11,49,41,47,78,31,71,68,73,47,40,56,15,63,47,65,67,68,57,68,51,50,63,73,87,85,35,11,64,96,10,48,88,71,51,50,61,64,80,83,50,71,22,35,57,62,30,45,54,24,51,80,38,74,19,41,49,81,66,61,87,25,74,78,47,44,25,81,60,82,32,74,37,43,74,71,63,57,23,62,48,24,7,78,66,78,83,64,63,40
2014-07-13,77,68,29,53,46,88,11,49,42,45,82,32,71,63,73,51,44,55,14,60,46,64,66,71,83,66,52,50,71,72,83,84,50,11,65,92,11,48,84,70,54,52,60,57,78,80,49,70,22,40,42,62,32,43,51,48,48,79,37,74,21,40,49,73,66,59,86,24,72,75,45,46,25,79,65,83,31,73,40,51,76,70,62,58,22,66,46,22,7,80,65,78,84,68,66,44
2014-07-20,77,68,25,51,45,91,10,49,43,46,76,32,74,64,76,48,42,57,14,68,45,68,66,74,94,67,52,50,69,70,81,82,67,10,68,92,12,48,84,69,55,64,60,61,77,86,51,68,24,40,21,63,33,43,52,41,49,82,38,72,20,43,50,79,66,62,87,25,75,74,47,45,24,78,62,84,32,73,39,49,80,71,62,60,25,61,48,24,4,75,68,75,82,70,58,45
